order_id,order_date,customer_id,region,customer_segment,product_category,unit_price,quantity,discount_pct,gross_revenue,net_revenue
96,2023-04-16,4917,East,High-Value,Beauty,29.01,3,10,87.03,78.327
97,2023-03-29,1094,West,High-Value,Home & Kitchen,54.71,2,10,109.42,98.47800000000001
98,2023-09-07,2967,South,High-Value,Apparel,52.71,2,0,105.42,105.42
99,2023-08-21,3908,South,High-Value,Apparel,32.46,5,5,162.3,154.185
100,2023-02-21,5717,North,Mid-Value,Beauty,25.33,4,0,101.32,101.32
101,2023-10-31,5306,East,High-Value,Home & Kitchen,95.08,5,5,475.4,451.62999999999994
102,2023-03-14,5557,North,High-Value,Home & Kitchen,72.95,3,0,218.85000000000002,218.85000000000002
103,2023-10-21,2862,East,Mid-Value,Electronics,224.02,5,0,1120.1000000000001,1120.1000000000001
104,2023-01-03,2882,East,Low-Value,Apparel,25.9,2,5,51.8,49.209999999999994
105,2023-10-18,5360,South,Premium,Apparel,50.48,1,5,50.48,47.955999999999996
106,2023-10-15,1851,South,Premium,Home & Kitchen,63.54,5,5,317.7,301.815
107,2023-10-12,2459,North,High-Value,Beauty,42.3,2,10,84.6,76.14
108,2023-08-31,1920,East,Mid-Value,Sports,69.22,2,0,138.44,138.44
109,2023-06-22,5450,North,Mid-Value,Apparel,51.91,3,5,155.73,147.94349999999997
110,2023-09-15,1798,East,Low-Value,Home & Kitchen,86.65,4,5,346.6,329.27
111,2023-04-12,5355,East,Low-Value,Beauty,33.89,1,0,33.89,33.89
112,2023-10-12,5678,East,Low-Value,Apparel,39.31,4,15,157.24,133.654
113,2023-07-22,3312,West,Low-Value,Home & Kitchen,67.62,4,0,270.48,270.48
114,2023-06-17,3185,East,Low-Value,Home & Kitchen,98.05,4,0,392.2,392.2
115,2023-07-04,4996,South,Mid-Value,Apparel,29.18,1,5,29.18,27.721
116,2023-07-27,2118,North,High-Value,Apparel,32.83,2,10,65.66,59.094
117,2023-01-14,1433,South,Low-Value,Apparel,42.22,1,0,42.22,42.22
118,2023-02-21,5247,East,Mid-Value,Home & Kitchen,44.94,4,0,179.76,179.76
119,2023-03-31,5166,South,Mid-Value,Apparel,41.56,5,0,207.8,207.8
120,2023-02-11,2026,South,Low-Value,Apparel,44.9,4,10,179.6,161.64
121,2023-06-10,2144,East,Low-Value,Electronics,258.72,1,0,258.72,258.72
122,2023-09-01,4749,North,Low-Value,Beauty,44.78,1,10,44.78,40.302
123,2023-08-27,3274,West,Low-Value,Sports,47.68,4,0,190.72,190.72
124,2023-06-21,4329,West,Low-Value,Sports,71.94,3,10,215.82,194.238
125,2023-11-09,1417,North,Low-Value,Beauty,41.18,2,0,82.36,82.36
126,2023-07-26,2719,West,Mid-Value,Electronics,235.89,1,5,235.89,224.0955
127,2023-01-29,5034,East,High-Value,Electronics,242.37,1,0,242.37,242.37
128,2023-10-07,3186,West,High-Value,Home & Kitchen,72.52,1,5,72.52,68.89399999999999
129,2023-07-29,2374,West,Low-Value,Home & Kitchen,73.31,2,10,146.62,131.958
130,2023-08-20,2135,South,Low-Value,Beauty,29.67,1,0,29.67,29.67
131,2023-07-26,1928,West,Low-Value,Apparel,48.68,1,5,48.68,46.245999999999995
132,2023-07-22,5102,West,Low-Value,Sports,87.33,3,5,261.99,248.8905
133,2023-02-03,2826,East,Mid-Value,Apparel,49.63,1,0,49.63,49.63
134,2023-07-24,3408,South,Low-Value,Home & Kitchen,63.82,2,15,127.64,108.494
135,2023-10-18,5830,North,Low-Value,Sports,57.04,1,5,57.04,54.187999999999995
136,2023-04-21,1284,South,Mid-Value,Home & Kitchen,60.64,1,0,60.64,60.64
137,2023-08-09,3128,South,Mid-Value,Beauty,26.73,2,0,53.46,53.46
138,2023-01-12,3985,South,Premium,Beauty,35.9,5,0,179.5,179.5
139,2023-05-07,3732,West,High-Value,Beauty,26.92,4,0,107.68,107.68
140,2023-06-09,2151,East,Low-Value,Beauty,30.01,4,0,120.04,120.04
141,2023-12-25,1302,South,High-Value,Apparel,52.98,3,0,158.94,158.94
142,2023-03-20,1862,North,Low-Value,Apparel,41.62,1,0,41.62,41.62
143,2023-04-11,2117,East,Mid-Value,Beauty,33.13,5,0,165.65,165.65
144,2023-05-30,1012,North,Low-Value,Home & Kitchen,78.01,3,0,234.03000000000003,234.03000000000003
145,2023-12-29,2014,East,Low-Value,Home & Kitchen,86.47,4,0,345.88,345.88
146,2023-11-08,4051,South,Mid-Value,Apparel,41.57,3,0,124.71000000000001,124.71000000000001
147,2023-01-13,2442,East,High-Value,Apparel,26.32,1,10,26.32,23.688000000000002
148,2023-03-27,1938,South,High-Value,Home & Kitchen,78.52,3,10,235.56,212.00400000000002
149,2023-10-27,5422,North,Premium,Sports,61.17,1,0,61.17,61.17
150,2023-01-22,1927,South,High-Value,Apparel,60.68,4,10,242.72,218.448
151,2023-11-09,3366,East,Low-Value,Apparel,33.26,4,5,133.04,126.38799999999999
152,2023-04-13,2090,East,High-Value,Electronics,245.44,1,5,245.44,233.16799999999998
153,2023-12-01,5145,West,Mid-Value,Home & Kitchen,75.67,1,0,75.67,75.67
154,2023-04-18,3695,North,Low-Value,Apparel,66.27,2,0,132.54,132.54
155,2023-06-08,4288,East,Low-Value,Home & Kitchen,88.73,4,15,354.92,301.682
156,2023-08-30,3560,East,Mid-Value,Electronics,292.32,1,15,292.32,248.47199999999998
157,2023-02-16,2881,North,Low-Value,Apparel,20.94,4,15,83.76,71.196
158,2023-07-23,2498,South,High-Value,Electronics,213.13,5,0,1065.65,1065.65
159,2023-07-04,1754,North,High-Value,Electronics,188.29,5,0,941.4499999999999,941.4499999999999
160,2023-10-14,3854,North,High-Value,Beauty,40.27,4,5,161.08,153.026
161,2023-12-30,3450,South,Mid-Value,Sports,74.97,3,5,224.91,213.66449999999998
162,2023-08-31,2449,North,High-Value,Beauty,39.26,2,5,78.52,74.594
163,2023-05-30,4178,East,Mid-Value,Sports,69.74,3,5,209.21999999999997,198.75899999999996
164,2023-05-29,4475,North,Low-Value,Electronics,261.7,5,10,1308.5,1177.65
165,2023-06-02,1090,North,Low-Value,Sports,70.33,2,5,140.66,133.62699999999998
166,2023-10-25,5704,West,Low-Value,Home & Kitchen,70.29,5,10,351.45000000000005,316.30500000000006
167,2023-04-28,3795,East,Low-Value,Beauty,35.56,1,15,35.56,30.226000000000003
168,2023-03-02,2034,South,High-Value,Home & Kitchen,99.45,4,5,397.8,377.90999999999997
169,2023-05-03,1724,West,Low-Value,Apparel,49.55,3,0,148.64999999999998,148.64999999999998
170,2023-01-09,3830,West,High-Value,Apparel,48.27,4,15,193.08,164.118
171,2023-02-08,3990,North,Low-Value,Electronics,244.23,5,0,1221.1499999999999,1221.1499999999999
172,2023-02-02,2127,South,Premium,Apparel,47.1,2,0,94.2,94.2
173,2023-10-09,4963,East,Low-Value,Home & Kitchen,72.85,1,5,72.85,69.2075
174,2023-09-21,3417,North,Low-Value,Sports,71.52,3,0,214.56,214.56
175,2023-09-12,1781,East,Low-Value,Electronics,121.02,4,0,484.08,484.08
176,2023-06-18,1784,North,Low-Value,Home & Kitchen,41.02,5,5,205.10000000000002,194.845
177,2023-09-19,5197,West,Low-Value,Home & Kitchen,91.25,1,10,91.25,82.125
178,2023-02-28,5917,South,High-Value,Electronics,171.42,1,10,171.42,154.278
179,2023-11-25,2264,East,Low-Value,Apparel,34.33,5,10,171.64999999999998,154.48499999999999
180,2023-07-02,2903,West,Mid-Value,Apparel,46.66,4,0,186.64,186.64
181,2023-12-09,5507,East,High-Value,Home & Kitchen,77.54,2,0,155.08,155.08
182,2023-02-25,5741,East,Mid-Value,Apparel,46.9,3,20,140.7,112.56
183,2023-07-01,2311,West,High-Value,Electronics,173.38,4,0,693.52,693.52
184,2023-09-12,1849,East,Low-Value,Apparel,48.71,3,5,146.13,138.8235
185,2023-06-30,2333,South,High-Value,Beauty,31.39,5,0,156.95,156.95
186,2023-06-12,1964,South,Mid-Value,Beauty,43.39,5,0,216.95,216.95
187,2023-03-02,1425,East,Low-Value,Apparel,40.49,1,5,40.49,38.4655
188,2023-05-20,3680,South,High-Value,Home & Kitchen,86.79,3,20,260.37,208.29600000000002
189,2023-03-29,1178,North,Mid-Value,Sports,58.83,3,0,176.49,176.49
190,2023-04-21,4940,East,Low-Value,Electronics,304.06,5,5,1520.3,1444.2849999999999
191,2023-09-07,3768,East,High-Value,Electronics,212.7,4,0,850.8,850.8
192,2023-08-19,2202,East,Premium,Electronics,231.0,4,10,924.0,831.6
193,2023-08-10,2581,South,Mid-Value,Electronics,256.85,3,5,770.5500000000001,732.0225
194,2023-05-13,1442,North,High-Value,Beauty,32.87,1,10,32.87,29.583
195,2023-12-17,1808,North,High-Value,Beauty,51.05,2,5,102.1,96.99499999999999
196,2023-02-01,4458,East,Premium,Home & Kitchen,94.87,3,0,284.61,284.61
197,2023-05-06,5894,North,Low-Value,Apparel,32.58,2,10,65.16,58.644
198,2023-02-13,3249,East,Mid-Value,Beauty,37.7,1,0,37.7,37.7
199,2023-05-04,3095,North,Low-Value,Apparel,50.88,3,15,152.64000000000001,129.744
200,2023-12-18,4318,South,Mid-Value,Electronics,249.95,4,5,999.8,949.81
201,2023-05-14,1716,West,Mid-Value,Electronics,173.19,1,5,173.19,164.5305
202,2023-11-28,4249,South,Mid-Value,Sports,66.33,2,0,132.66,132.66
203,2023-06-30,2568,South,High-Value,Beauty,41.64,2,10,83.28,74.952
204,2023-09-13,2329,West,High-Value,Home & Kitchen,70.94,4,10,283.76,255.384
205,2023-06-16,4189,North,Low-Value,Beauty,28.33,2,0,56.66,56.66
206,2023-04-08,3319,South,Mid-Value,Electronics,179.23,3,5,537.6899999999999,510.80549999999994
207,2023-10-06,4490,South,Low-Value,Apparel,38.62,2,5,77.24,73.37799999999999
208,2023-12-20,1787,South,Mid-Value,Beauty,21.39,1,5,21.39,20.3205
209,2023-04-07,4875,West,High-Value,Sports,56.51,4,5,226.04,214.73799999999997
210,2023-10-12,4148,West,Mid-Value,Home & Kitchen,85.48,4,5,341.92,324.824
211,2023-04-06,5483,North,Low-Value,Electronics,267.34,4,0,1069.36,1069.36
212,2023-09-19,5049,West,High-Value,Sports,64.04,2,0,128.08,128.08
213,2023-10-15,2487,North,High-Value,Apparel,45.79,1,20,45.79,36.632
214,2023-06-14,3820,North,High-Value,Apparel,44.13,2,0,88.26,88.26
215,2023-09-26,4532,East,Mid-Value,Electronics,207.26,4,10,829.04,746.136
216,2023-04-10,2389,South,Low-Value,Electronics,168.1,4,10,672.4,605.16
217,2023-01-29,2545,North,Mid-Value,Home & Kitchen,58.55,5,10,292.75,263.475
218,2023-02-05,2926,North,Mid-Value,Home & Kitchen,98.69,4,0,394.76,394.76
219,2023-06-13,1581,East,High-Value,Apparel,43.76,1,0,43.76,43.76
220,2023-11-26,4480,South,High-Value,Electronics,247.1,1,5,247.1,234.74499999999998
221,2023-02-16,5260,South,Low-Value,Home & Kitchen,79.96,2,0,159.92,159.92
222,2023-06-16,3558,South,High-Value,Home & Kitchen,100.2,2,20,200.4,160.32000000000002
223,2023-09-14,3442,North,Low-Value,Apparel,33.01,5,0,165.04999999999998,165.04999999999998
224,2023-03-15,5471,West,Low-Value,Apparel,42.39,2,0,84.78,84.78
225,2023-09-21,1787,South,High-Value,Sports,63.28,3,5,189.84,180.34799999999998
226,2023-04-22,2285,West,Low-Value,Sports,58.45,4,5,233.8,222.11
227,2023-10-23,5723,East,Low-Value,Apparel,24.03,3,5,72.09,68.4855
228,2023-07-31,4564,North,Low-Value,Home & Kitchen,79.91,4,15,319.64,271.69399999999996
229,2023-07-19,1313,South,Low-Value,Sports,76.48,3,0,229.44,229.44
230,2023-03-06,1482,West,High-Value,Electronics,282.56,5,5,1412.8,1342.1599999999999
231,2023-06-19,1586,North,Mid-Value,Sports,63.88,2,0,127.76,127.76
232,2023-11-09,3309,North,Mid-Value,Home & Kitchen,60.73,4,5,242.92,230.77399999999997
233,2023-01-08,3699,East,Mid-Value,Home & Kitchen,62.22,4,5,248.88,236.43599999999998
234,2023-10-04,3318,South,Low-Value,Home & Kitchen,67.34,4,5,269.36,255.892
235,2023-06-29,5024,East,Mid-Value,Apparel,45.92,3,20,137.76,110.208
236,2023-09-20,2641,West,Mid-Value,Beauty,27.72,3,15,83.16,70.68599999999999
237,2023-08-31,2207,East,High-Value,Beauty,34.68,4,0,138.72,138.72
238,2023-06-07,5595,South,Low-Value,Electronics,168.92,1,10,168.92,152.028
239,2023-04-23,1363,West,Low-Value,Home & Kitchen,76.31,1,20,76.31,61.048
240,2023-08-17,4313,North,Low-Value,Sports,97.45,2,0,194.9,194.9
241,2023-02-21,3182,West,High-Value,Sports,72.81,4,15,291.24,247.554
242,2023-08-02,1618,North,Low-Value,Home & Kitchen,63.24,3,5,189.72,180.23399999999998
243,2023-02-04,1374,North,High-Value,Apparel,69.72,4,5,278.88,264.936
244,2023-08-26,1758,South,High-Value,Apparel,54.17,5,5,270.85,257.3075
245,2023-08-18,1110,North,High-Value,Electronics,248.0,1,0,248.0,248.0
246,2023-01-31,1517,West,High-Value,Beauty,32.94,5,15,164.7,139.99499999999998
247,2023-10-04,2393,East,Low-Value,Beauty,40.25,5,5,201.25,191.1875
248,2023-06-01,4172,North,Low-Value,Sports,79.14,3,0,237.42000000000002,237.42000000000002
249,2023-10-15,2428,East,Mid-Value,Electronics,175.71,3,10,527.13,474.41700000000003
250,2023-01-16,2442,North,Low-Value,Sports,84.47,2,0,168.94,168.94
251,2023-03-07,5419,East,Mid-Value,Sports,81.49,2,5,162.98,154.831
252,2023-06-30,3689,West,Low-Value,Home & Kitchen,78.62,3,5,235.86,224.067
253,2023-03-10,3640,North,High-Value,Sports,61.38,3,10,184.14000000000001,165.72600000000003
254,2023-05-01,1411,South,Low-Value,Home & Kitchen,101.08,3,0,303.24,303.24
255,2023-08-30,3298,East,Mid-Value,Apparel,40.95,5,10,204.75,184.275
256,2023-02-22,5927,West,Mid-Value,Electronics,219.63,4,0,878.52,878.52
257,2023-09-05,1069,East,High-Value,Electronics,169.75,2,10,339.5,305.55
258,2023-02-07,1951,South,High-Value,Electronics,170.01,5,5,850.05,807.5474999999999
259,2023-03-05,1322,North,High-Value,Home & Kitchen,108.59,1,5,108.59,103.1605
260,2023-08-03,5980,East,Low-Value,Apparel,57.74,5,0,288.7,288.7
261,2023-10-17,1612,South,Low-Value,Electronics,269.91,3,15,809.73,688.2705
262,2023-03-04,5387,West,Low-Value,Electronics,232.25,4,0,929.0,929.0
263,2023-04-20,4040,East,Low-Value,Home & Kitchen,57.1,1,10,57.1,51.39
264,2023-12-04,2171,West,High-Value,Sports,75.13,1,10,75.13,67.617
265,2023-12-28,2831,East,Mid-Value,Apparel,48.83,4,0,195.32,195.32
266,2023-08-01,2929,North,Mid-Value,Beauty,34.5,2,5,69.0,65.55
267,2023-06-13,1102,North,Low-Value,Sports,78.92,1,0,78.92,78.92
268,2023-05-07,5364,East,Premium,Beauty,48.09,5,15,240.45000000000002,204.38250000000002
269,2023-08-12,4819,North,Premium,Beauty,30.89,3,5,92.67,88.0365
270,2023-08-04,1816,South,Mid-Value,Home & Kitchen,84.01,4,10,336.04,302.43600000000004
271,2023-04-18,2909,East,High-Value,Sports,55.24,3,5,165.72,157.434
272,2023-01-09,3492,North,High-Value,Apparel,49.79,3,10,149.37,134.43300000000002
273,2023-02-25,1351,North,Low-Value,Beauty,33.16,5,0,165.79999999999998,165.79999999999998
274,2023-12-16,5506,North,Premium,Apparel,45.89,2,20,91.78,73.424
275,2023-06-02,4400,South,Low-Value,Electronics,183.62,2,0,367.24,367.24
276,2023-06-26,4391,East,Low-Value,Beauty,30.02,2,10,60.04,54.036
277,2023-06-20,4602,South,Premium,Beauty,16.95,1,5,16.95,16.1025
278,2023-10-13,5377,North,Low-Value,Sports,69.64,5,0,348.2,348.2
279,2023-01-24,5920,East,Mid-Value,Sports,64.58,4,10,258.32,232.488
280,2023-01-31,5954,West,High-Value,Beauty,35.83,3,15,107.49,91.36649999999999
281,2023-04-11,3190,North,Premium,Home & Kitchen,78.99,1,10,78.99,71.091
282,2023-06-27,4407,North,High-Value,Sports,78.57,1,5,78.57,74.6415
283,2023-09-02,5193,North,High-Value,Apparel,59.9,3,10,179.7,161.73
284,2023-06-29,4450,South,Mid-Value,Electronics,179.63,2,20,359.26,287.408
285,2023-06-11,2747,North,Premium,Home & Kitchen,90.69,4,5,362.76,344.62199999999996
286,2023-12-09,3579,East,Low-Value,Home & Kitchen,63.23,2,0,126.46,126.46
287,2023-02-28,2286,East,Low-Value,Home & Kitchen,72.34,3,10,217.02,195.318
288,2023-07-28,4213,East,Low-Value,Beauty,33.75,2,0,67.5,67.5
289,2023-07-17,1788,North,Mid-Value,Electronics,251.48,3,0,754.4399999999999,754.4399999999999
290,2023-06-22,4110,South,Low-Value,Beauty,25.75,4,5,103.0,97.85
291,2023-10-22,1175,East,Low-Value,Home & Kitchen,57.51,4,20,230.04,184.032
292,2023-04-08,2196,East,Mid-Value,Sports,69.39,2,0,138.78,138.78
293,2023-12-15,4721,West,Low-Value,Apparel,16.39,2,5,32.78,31.141
294,2023-05-02,5765,North,Low-Value,Home & Kitchen,94.85,4,0,379.4,379.4
295,2023-07-18,1852,West,Low-Value,Beauty,39.15,5,10,195.75,176.175
296,2023-07-10,2099,South,Low-Value,Home & Kitchen,77.91,1,10,77.91,70.119
297,2023-11-07,1064,South,Low-Value,Electronics,247.96,5,0,1239.8,1239.8
298,2023-06-10,2993,West,Mid-Value,Electronics,132.37,4,15,529.48,450.058
299,2023-04-14,2050,South,Low-Value,Electronics,244.61,4,10,978.44,880.5960000000001
300,2023-01-08,3362,West,High-Value,Home & Kitchen,88.76,5,0,443.8,443.8
301,2023-05-13,4976,East,Low-Value,Home & Kitchen,49.55,4,15,198.2,168.47
302,2023-10-29,4066,South,Low-Value,Home & Kitchen,80.39,4,10,321.56,289.404
303,2023-01-04,3768,South,Low-Value,Beauty,31.71,3,5,95.13,90.37349999999999
304,2023-11-24,1618,West,Low-Value,Electronics,129.27,1,10,129.27,116.34300000000002
305,2023-07-18,2137,West,Low-Value,Electronics,205.48,2,0,410.96,410.96
306,2023-02-21,1568,West,High-Value,Beauty,37.95,4,0,151.8,151.8
307,2023-04-21,4137,West,Mid-Value,Beauty,19.03,3,10,57.09,51.38100000000001
308,2023-07-22,2870,South,High-Value,Beauty,38.7,5,0,193.5,193.5
309,2023-04-26,2239,West,Mid-Value,Beauty,42.76,2,5,85.52,81.24399999999999
310,2023-02-09,5258,West,Low-Value,Sports,51.08,1,15,51.08,43.418
311,2023-09-01,3864,West,Premium,Sports,48.08,4,0,192.32,192.32
312,2023-09-03,4019,South,Low-Value,Home & Kitchen,95.43,3,0,286.29,286.29
313,2023-02-13,3367,East,High-Value,Apparel,40.47,1,0,40.47,40.47
314,2023-04-13,3288,West,Low-Value,Electronics,267.28,5,5,1336.3999999999999,1269.5799999999997
315,2023-03-31,3424,South,High-Value,Home & Kitchen,79.09,5,0,395.45000000000005,395.45000000000005
316,2023-08-29,5904,East,High-Value,Home & Kitchen,57.33,1,5,57.33,54.463499999999996
317,2023-09-24,3473,West,Low-Value,Electronics,162.45,2,10,324.9,292.40999999999997
318,2023-09-23,3781,North,Low-Value,Apparel,62.88,3,10,188.64000000000001,169.776
319,2023-12-09,5461,East,High-Value,Sports,44.43,5,0,222.15,222.15
320,2023-10-08,4363,North,Mid-Value,Electronics,199.32,4,0,797.28,797.28
